Customer,Invoice Number,Invoice Date,Due Date,Invoice Amount,Paid Amount,Open Balance,Days Overdue,Aging Bucket,Expected Collection Date,Confidence,Last Contact,Next Action Date,Owner,Notes
,,,,,,,,,,,,,,
